Date,IC_composite_1d,IC_composite_5d,IC_composite_21d
2006-08-10,-0.06101517530088959,-0.06924821210535496,-0.054177568463282755
2006-08-11,-0.06589918018489446,-0.07071341357055641,-0.06261991976277691
2006-08-14,-0.06485260770975056,-0.06938775510204083,-0.05927088784231641
2006-08-15,-0.07050409907552764,-0.0799232513518228,-0.06945752660038375
2006-08-16,-0.06799232513518227,-0.076853305424734,-0.060945403802546656
2006-08-17,-0.06945752660038373,-0.07636490493633352,-0.050968079539508104
2006-08-18,-0.06743415314843887,-0.07692307692307691,-0.05061922204779348
2006-08-21,-0.07294610151753009,-0.06631780917495203,-0.04482818768533054
2006-08-22,-0.06938775510204083,-0.06562009419152276,-0.03896738182452469
2006-08-23,-0.06387580673294958,-0.08299319727891157,-0.053968253968253964
2006-08-24,-0.06450375021803594,-0.07629513343799058,-0.042735042735042736
2006-08-25,-0.059759288330716906,-0.07406244549101693,-0.032129774986917846
2006-08-28,-0.06003837432408861,-0.07273678702250132,-0.031292517006802724
2006-08-29,-0.07671376242804816,-0.06952729809872668,-0.027315541601255888
2006-08-30,-0.07001569858712717,-0.05913134484563056,-0.02633874062445491
2006-08-31,-0.06541077969649398,-0.05375893947322519,-0.024803767660910518
2006-09-01,-0.06534100819815106,-0.042037327751613465,-0.027524856096284668
2006-09-05,-0.06359672073957788,-0.047549276120704684,-0.022501308215593933
2006-09-06,-0.05278213849642422,-0.050968079539508104,-0.0322693179836037
2006-09-07,-0.047898133612419326,-0.06164311878597592,-0.02892028606314321
2006-09-08,-0.040432583289726154,-0.054247339961625674,-0.02522239665096808
2006-09-11,-0.04796790511076226,-0.043362986220129074,-0.032687946973661265
2006-09-12,-0.04985173556602129,-0.042665271236699796,-0.030315716030001747
2006-09-13,-0.060387231815803244,-0.03840920983778126,-0.027803942089656378
2006-09-14,-0.05271236699808128,-0.03506017791732077,-0.02536193964765393
2006-09-15,-0.0426652712366998,-0.04978196406767835,-0.02089656375370661
2006-09-18,-0.04273504273504273,-0.043083900226757364,-0.02110587824873539
2006-09-19,-0.03861852433281005,-0.03240886098028955,-0.02005930577359149
2006-09-20,-0.03526949241234956,-0.03289726146869003,-0.008826094540380254
2006-09-21,-0.05096807953950811,-0.02724577010291295,-0.010989010989010988
2006-09-22,-0.042874585731728594,-0.02926914355485783,-0.013919413919413919
2006-09-25,-0.032687946973661265,-0.028501657073085634,-0.01984999127856271
2006-09-26,-0.03338566195709053,-0.03415314843886272,-0.03254840397697541
2006-09-27,-0.027245770102912965,-0.03226931798360369,-0.029548229548229547
2006-09-28,-0.030594802023373457,-0.03987441130298272,-0.029757544043258328
2006-09-29,-0.030594802023373457,-0.03715332286760858,-0.025571254142682714
2006-10-02,-0.037571951857666146,-0.03506017791732077,-0.01915227629513344
2006-10-03,-0.035269492412349564,-0.04378161521018663,-0.029827315541601257
2006-10-04,-0.04224664224664225,-0.046363160648874926,-0.026548055119483695
2006-10-05,-0.0398046398046398,-0.04433978719693005,-0.021454735740450027
2006-10-06,-0.03861852433281005,-0.03945578231292517,-0.01238444095586953
2006-10-09,-0.046293389150532015,-0.03512994941566369,-0.010640153497296358
2006-10-10,-0.04789813361241933,-0.032897261468690035,-0.0032443746729461037
2006-10-11,-0.043990929705215426,-0.02954822954822954,0.009454038025466596
2006-10-12,-0.0392464678178964,-0.021105878248735388,0.011896040467469038
2006-10-13,-0.03778126635269493,-0.02208267922553636,0.01545438688295831
2006-10-16,-0.03966509680795396,-0.0289202860631432,0.011058782487353914
2006-10-17,-0.03652537938252225,-0.034920634920634915,0.0008023722309436566
2006-10-18,-0.03143206000348858,-0.04692133263561834,0.009663352520495374
2006-10-19,-0.03261817547531834,-0.04420024420024419,0.019361590790162215
2006-10-20,-0.037432408860980294,-0.042944357230071506,0.029966858538287105
2006-10-23,-0.03938601081458224,-0.04831676260247688,0.03917669631955346
2006-10-24,-0.05020059305773592,-0.04064189778475492,0.0398046398046398
2006-10-25,-0.05027036455607885,-0.04378161521018663,0.03610675039246468
2006-10-26,-0.046432932147217866,-0.03631606488749345,0.024385138670852954
2006-10-27,-0.04866562009419153,-0.038060352346066625,0.0260596546310832
2006-10-30,-0.04161869876155591,-0.04099075527646956,0.028083028083028077
2006-10-31,-0.043711843711843716,-0.041269841269841255,0.03087388801674516
2006-11-01,-0.0338042909471481,-0.033315890458747596,0.03401360544217686
2006-11-02,-0.03680446537589395,-0.022152450723879294,0.03785103785103785
2006-11-03,-0.04182801325658469,-0.02131519274376417,0.019710448281876854
2006-11-06,-0.04147915576487005,-0.012175126460840742,0.0123146694575266
2006-11-07,-0.030664573521716386,-0.01943136228850514,0.014198499912785626
2006-11-08,-0.018942961800104664,-0.01964067678353392,0.00980289551718123
2006-11-09,-0.017896389324960762,-0.019082504796790505,0.024245595674167106
2006-11-10,-0.009872667015524165,-0.00903540903540903,0.02298970870399442
2006-11-13,-0.01587301587301588,0.0025466596895168383,0.03282748997034711
2006-11-14,-0.016640502354788072,0.01043083900226758,0.024594453165881734
2006-11-15,-0.015105529391243683,0.006453863596720745,0.025780568637711495
2006-11-16,-0.0061747776033490385,0.00791906506192221,0.027036455607884174
2006-11-17,0.002058259201116339,-0.0031746031746031694,0.035129949415663705
2006-11-20,0.008198151055293907,-0.0021280306994592656,0.01929181929181929
2006-11-21,0.0008023722309436545,0.0057561486132914775,0.024245595674167102
2006-11-22,0.002895517181231462,0.009105180533751969,0.012384440955869526
2006-11-24,-0.004430490144775864,0.0156637013779871,0.015105529391243678
2006-11-27,-0.0023373451944880565,0.012105354962497827,0.024036281179138325
2006-11-28,0.005407291121576832,0.0012907727193441538,0.012244897959183676
2006-11-29,0.00840746555032269,-0.015035757892900747,0.009244723530437817
2006-11-30,0.014756671899529037,-0.021803593232164655,0.008407465550322695
2006-12-01,0.011477411477411471,-0.021803593232164655,0.012663526949241237
2006-12-04,0.002337345194488047,-0.002686202686202682,0.006732949590092449
2006-12-05,-0.014268271411128557,-0.0006628292342578016,0.021733821733821733
2006-12-06,-0.017407988836560268,0.012593755450898313,0.018105703819989532
2006-12-07,-0.014477585906157336,0.0059654631083202545,0.011058782487353917
2006-12-08,0.0012210012210012167,0.004430490144775863,0.015803244374672946
2006-12-11,0.002755974184545609,0.003663003663003666,0.019640676783533928
2006-12-12,0.019291819291819286,0.012244897959183678,0.031083202511773943
2006-12-13,0.013291470434327572,0.002546659689516835,0.027873713587999303
2006-12-14,0.014338042909471476,0.009035409035409038,0.013221698935984653
2006-12-15,0.015105529391243672,-0.0028257456828885397,0.013779870922728067
2006-12-18,0.02368742368742368,-0.001569858712715855,0.013151927437641726
2006-12-19,0.013849642421070986,0.007988836560265132,0.01064015349729636
2006-12-20,0.021384964242107098,-0.0009419152276295118,0.017059131344845633
2006-12-21,0.009454038025466596,-0.0017791732077446353,0.010081981510552946
2006-12-22,0.009454038025466594,-0.006663178091749519,0.007500436071864646
2006-12-26,0.01817547531833246,-0.0017094017094017074,0.016152101866387585
2006-12-27,0.010570381998953425,-0.005337519623233908,0.020617477760334908
2006-12-28,0.011686725972440257,0.00875632304203733,0.02668759811616955
2006-12-29,0.006732949590092445,0.0022675736961451274,0.02487353915925345
2007-01-03,0.01364032792604221,-0.004151404151404149,0.020198848770277344
2007-01-04,0.011477411477411475,0.0015698587127158583,0.02389673818245247
2007-01-05,0.025222396650968083,0.010291296005581724,0.030036630036630044
2007-01-08,0.01978021978021978,0.02082679225536369,0.03010640153497297
2007-01-09,0.016780045351473923,0.013919413919413922,0.020826792255363692
2007-01-10,0.021454735740450023,0.0012210012210012238,0.014407814407814414
2007-01-11,0.030176173033315892,-0.0020582592011163412,0.02438513867085296
2007-01-12,0.03903715332286761,-0.004151404151404149,0.02333856619570906
2007-01-16,0.030594802023373453,-0.005965463108320248,0.025571254142682718
2007-01-17,0.01894296180010466,-0.0021280306994592674,0.023408337694051987
2007-01-18,0.01705913134484563,-0.009384266527123666,0.020617477760334908
2007-01-19,0.015384615384615387,-0.009384266527123666,0.03478109192394908
2007-01-22,0.014965986394557824,0.0013605442176870771,0.03387406244549102
2007-01-23,0.01964067678353393,0.011058782487353919,0.02194313622885052
2007-01-24,0.010430839002267574,0.017687074829931978,0.013361241932670513
2007-01-25,0.011616954474097333,0.02326879469736613,0.005965463108320258
2007-01-26,0.020757020757020756,0.02201290772719344,0.008547008547008553
2007-01-29,0.02947845804988662,0.0268271411128554,0.0051979766265480625
2007-01-30,0.03478109192394907,0.03324611896040468,0.015245072387929536
2007-01-31,0.03743240886098029,0.0338042909471481,0.009454038025466602
2007-02-01,0.03464154892726322,0.02982731554160126,0.008686551543694406
2007-02-02,0.03889761032618175,0.028292342578056868,0.017966160823303687
2007-02-05,0.04740973312401884,0.03296703296703297,0.013012384440955876
2007-02-06,0.05173556602128031,0.031990231990231995,0.017407988836560275
2007-02-07,0.049921507064364205,0.03910692482121054,0.02159427873713589
2007-02-08,0.04566544566544566,0.03373451944880517,0.028152799581371016
2007-02-09,0.05061922204779348,0.035548578405721266,0.018245246816675394
2007-02-12,0.04929356357927787,0.04789813361241933,0.002407116692830982
2007-02-13,0.05424733996162567,0.04447933019361591,-0.008616780045351472
2007-02-14,0.04803767660910517,0.028362114076399797,-0.01022152450723879
2007-02-15,0.04999127856270713,0.019989534275248567,-0.009384266527123668
2007-02-16,0.06094540380254666,0.013221698935984657,-0.0032443746729460985
2007-02-20,0.058503401360544216,0.01587301587301588,-0.003732775161346587
