Date,IC_composite_1d,IC_composite_5d,IC_composite_21d
2005-01-03,0.0,0.0,0.0
2005-01-04,0.0,0.0,0.0
2005-01-05,0.0,0.0,0.0
2005-01-06,0.0,0.0,0.0
2005-01-07,0.0,0.0,0.0
2005-01-10,0.0,0.0,0.0
2005-01-11,0.0,0.0,0.0
2005-01-12,0.0,0.0,0.0
2005-01-13,0.0,0.0,0.0
2005-01-14,0.0,0.0,0.0
2005-01-18,0.0,0.0,0.0
2005-01-19,0.0,0.0,0.0
2005-01-20,0.0,0.0,0.0
2005-01-21,0.0,0.0,0.0
2005-01-24,0.0,0.0,0.0
2005-01-25,0.0,0.0,0.0
2005-01-26,0.0,0.0,0.0
2005-01-27,0.0,0.0,0.0
2005-01-28,0.0,0.0,0.0
2005-01-31,0.0,0.0,0.0
2005-02-01,0.0,0.0,0.0
2005-02-02,0.0,0.0,0.0
2005-02-03,0.0,0.0,0.0
2005-02-04,0.0,0.0,0.0
2005-02-07,0.0,0.0,0.0
2005-02-08,0.0,0.0,0.0
2005-02-09,0.0,0.0,0.0
2005-02-10,0.0,0.0,0.0
2005-02-11,0.0,0.0,0.0
2005-02-14,0.0,0.0,0.0
2005-02-15,0.0,0.0,0.0
2005-02-16,0.0,0.0,0.0
2005-02-17,0.0,0.0,0.0
2005-02-18,0.0,0.0,0.0
2005-02-22,0.0,0.0,0.0
2005-02-23,0.0,0.0,0.0
2005-02-24,0.0,0.0,0.0
2005-02-25,0.0,0.0,0.0
2005-02-28,0.0,0.0,0.0
2005-03-01,0.0,0.0,0.0
2005-03-02,0.0,0.0,0.0
2005-03-03,0.0,0.0,0.0
2005-03-04,0.0,0.0,0.0
2005-03-07,0.0,0.0,0.0
2005-03-08,0.0,0.0,0.0
2005-03-09,0.0,0.0,0.0
2005-03-10,0.0,0.0,0.0
2005-03-11,0.0,0.0,0.0
2005-03-14,0.0,0.0,0.0
2005-03-15,0.0,0.0,0.0
2005-03-16,0.0,0.0,0.0
2005-03-17,0.0,0.0,0.0
2005-03-18,0.0,0.0,0.0
2005-03-21,0.0,0.0,0.0
2005-03-22,0.0,0.0,0.0
2005-03-23,0.0,0.0,0.0
2005-03-24,0.0,0.0,0.0
2005-03-28,0.0,0.0,0.0
2005-03-29,0.0,0.0,0.0
2005-03-30,0.0,0.0,0.0
2005-03-31,0.0,0.0,0.0
2005-04-01,0.0,0.0,0.0
2005-04-04,0.0,0.0,0.0
2005-04-05,0.0,0.0,0.0
2005-04-06,0.0,0.0,0.0
2005-04-07,0.0,0.0,0.0
2005-04-08,0.0,0.0,0.0
2005-04-11,0.0,0.0,0.0
2005-04-12,0.0,0.0,0.0
2005-04-13,0.0,0.0,0.0
2005-04-14,0.0,0.0,0.0
2005-04-15,0.0,0.0,0.0
2005-04-18,0.0,0.0,0.0
2005-04-19,0.0,0.0,0.0
2005-04-20,0.0,0.0,0.0
2005-04-21,0.0,0.0,0.0
2005-04-22,0.0,0.0,0.0
2005-04-25,0.0,0.0,0.0
2005-04-26,0.0,0.0,0.0
2005-04-27,0.0,0.0,0.0
2005-04-28,0.0,0.0,0.0
2005-04-29,0.0,0.0,0.0
2005-05-02,0.0,0.0,0.0
2005-05-03,0.0,0.0,0.0
2005-05-04,0.0,0.0,0.0
2005-05-05,0.0,0.0,0.0
2005-05-06,0.0,0.0,0.0
2005-05-09,0.0,0.0,0.0
2005-05-10,0.0,0.0,0.0
2005-05-11,0.0,0.0,0.0
2005-05-12,0.0,0.0,0.0
2005-05-13,0.0,0.0,0.0
2005-05-16,0.0,0.0,0.0
2005-05-17,0.0,0.0,0.0
2005-05-18,0.0,0.0,0.0
2005-05-19,0.0,0.0,0.0
2005-05-20,0.0,0.0,0.0
2005-05-23,0.0,0.0,0.0
2005-05-24,0.0,0.0,0.0
2005-05-25,0.0,0.0,0.0
2005-05-26,0.0,0.0,0.0
2005-05-27,0.0,0.0,0.0
2005-05-31,0.0,0.0,0.0
2005-06-01,0.0,0.0,0.0
2005-06-02,0.0,0.0,0.0
2005-06-03,0.0,0.0,0.0
2005-06-06,0.0,0.0,0.0
2005-06-07,0.0,0.0,0.0
2005-06-08,0.0,0.0,0.0
2005-06-09,0.0,0.0,0.0
2005-06-10,0.0,0.0,0.0
2005-06-13,0.0,0.0,0.0
2005-06-14,0.0,0.0,0.0
2005-06-15,0.0,0.0,0.0
2005-06-16,0.0,0.0,0.0
2005-06-17,0.0,0.0,0.0
2005-06-20,0.0,0.0,0.0
2005-06-21,0.0,0.0,0.0
2005-06-22,0.0,0.0,0.0
2005-06-23,0.0,0.0,0.0
2005-06-24,0.0,0.0,0.0
2005-06-27,0.0,0.0,0.0
2005-06-28,0.0,0.0,0.0
2005-06-29,0.0,0.0,0.0
2005-06-30,0.0,0.0,0.0
2005-07-01,0.0,0.0,0.0
2005-07-05,0.0,0.0,0.0
2005-07-06,0.0,0.0,0.0
2005-07-07,0.0,0.0,0.0
2005-07-08,0.0,0.0,0.0
2005-07-11,0.0,0.0,0.0
2005-07-12,0.0,0.0,0.0
2005-07-13,0.0,0.0,0.0
2005-07-14,0.0,0.0,0.0
2005-07-15,0.0,0.0,0.0
2005-07-18,0.0,0.0,0.0
2005-07-19,0.0,0.0,0.0
2005-07-20,0.0,0.0,0.0
2005-07-21,0.0,0.0,0.0
2005-07-22,0.0,0.0,0.0
2005-07-25,0.0,0.0,0.0
2005-07-26,0.0,0.0,0.0
2005-07-27,0.0,0.0,0.0
2005-07-28,0.0,0.0,0.0
2005-07-29,0.0,0.0,0.0
2005-08-01,0.0,0.0,0.0
2005-08-02,0.0,0.0,0.0
2005-08-03,0.0,0.0,0.0
2005-08-04,0.0,0.0,0.0
2005-08-05,0.0,0.0,0.0
2005-08-08,0.0,0.0,0.0
2005-08-09,0.0,0.0,0.0
2005-08-10,0.0,0.0,0.0
2005-08-11,0.0,0.0,0.0
2005-08-12,0.0,0.0,0.0
2005-08-15,0.0,0.0,0.0
2005-08-16,0.0,0.0,0.0
2005-08-17,0.0,0.0,0.0
2005-08-18,0.0,0.0,0.0
2005-08-19,0.0,0.0,0.0
2005-08-22,0.0,0.0,0.0
2005-08-23,0.0,0.0,0.0
2005-08-24,0.0,0.0,0.0
2005-08-25,0.0,0.0,0.0
2005-08-26,0.0,0.0,0.0
2005-08-29,0.0,0.0,0.0
2005-08-30,0.0,0.0,0.0
2005-08-31,0.0,0.0,0.0
2005-09-01,0.0,0.0,0.0
2005-09-02,0.0,0.0,0.0
2005-09-06,0.0,0.0,0.0
2005-09-07,0.0,0.0,0.0
2005-09-08,0.0,0.0,0.0
2005-09-09,0.0,0.0,0.0
2005-09-12,0.0,0.0,0.0
2005-09-13,0.0,0.0,0.0
2005-09-14,0.0,0.0,0.0
2005-09-15,0.0,0.0,0.0
2005-09-16,0.0,0.0,0.0
2005-09-19,0.0,0.0,0.0
2005-09-20,0.0,0.0,0.0
2005-09-21,0.0,0.0,0.0
2005-09-22,0.0,0.0,0.0
2005-09-23,0.0,0.0,0.0
2005-09-26,0.0,0.0,0.0
2005-09-27,0.0,0.0,0.0
2005-09-28,0.0,0.0,0.0
2005-09-29,0.0,0.0,0.0
2005-09-30,0.0,0.0,0.0
2005-10-03,0.0,0.0,0.0
2005-10-04,0.0,0.0,0.0
2005-10-05,0.0,0.0,0.0
2005-10-06,0.0,0.0,0.0
2005-10-07,0.0,0.0,0.0
2005-10-10,0.0,0.0,0.0
2005-10-11,0.0,0.0,0.0
2005-10-12,0.0,0.0,0.0
2005-10-13,0.0,0.0,0.0
2005-10-14,0.0,0.0,0.0
2005-10-17,0.0,0.0,0.0
2005-10-18,0.0,0.0,0.0
2005-10-19,0.0,0.0,0.0
2005-10-20,0.0,0.0,0.0
2005-10-21,0.0,0.0,0.0
2005-10-24,0.0,0.0,0.0
2005-10-25,0.0,0.0,0.0
2005-10-26,0.0,0.0,0.0
2005-10-27,0.0,0.0,0.0
2005-10-28,0.0,0.0,0.0
2005-10-31,0.0,0.0,0.0
2005-11-01,0.0,0.0,0.0
2005-11-02,0.0,0.0,0.0
2005-11-03,0.0,0.0,0.0
2005-11-04,0.0,0.0,0.0
2005-11-07,0.0,0.0,0.0
2005-11-08,0.0,0.0,0.0
2005-11-09,0.0,0.0,0.0
2005-11-10,0.0,0.0,0.0
2005-11-11,0.0,0.0,0.0
2005-11-14,0.0,0.0,0.0
2005-11-15,0.0,0.0,0.0
2005-11-16,0.0,0.0,0.0
2005-11-17,0.0,0.0,0.0
2005-11-18,0.0,0.0,0.0
2005-11-21,0.0,0.0,0.0
2005-11-22,0.0,0.0,0.0
2005-11-23,0.0,0.0,0.0
2005-11-25,0.0,0.0,0.0
2005-11-28,0.0,0.0,0.0
2005-11-29,0.0,0.0,0.0
2005-11-30,0.0,0.0,0.0
2005-12-01,0.0,0.0,0.0
2005-12-02,0.0,0.0,0.0
2005-12-05,0.0,0.0,0.0
2005-12-06,0.0,0.0,0.0
2005-12-07,0.0,0.0,0.0
2005-12-08,0.0,0.0,0.0
2005-12-09,0.0,0.0,0.0
2005-12-12,0.0,0.0,0.0
2005-12-13,0.0,0.0,0.0
2005-12-14,0.0,0.0,0.0
2005-12-15,0.0,0.0,0.0
2005-12-16,0.0,0.0,0.0
2005-12-19,0.0,0.0,0.0
2005-12-20,0.0,0.0,0.0
2005-12-21,0.0,0.0,0.0
2005-12-22,0.0,0.0,0.0
2005-12-23,0.0,0.0,0.0
2005-12-27,0.0,0.0,0.0
2005-12-28,0.0,0.0,0.0
2005-12-29,0.0,0.0,0.0
2005-12-30,0.0,0.0,0.0
2006-01-03,0.0,0.0,0.0
2006-01-04,0.0,0.0,0.0
2006-01-05,0.0,0.0,0.0
2006-01-06,0.0,0.0,0.0
2006-01-09,0.0,0.0,0.0
2006-01-10,0.0,0.0,0.0
2006-01-11,0.0,0.0,0.0
2006-01-12,0.0,0.0,0.0
2006-01-13,0.0,0.0,0.0
2006-01-17,0.0,0.0,0.0
2006-01-18,0.0,0.0,0.0
2006-01-19,0.0,0.0,0.0
2006-01-20,0.0,0.0,0.0
2006-01-23,0.0,0.0,0.0
2006-01-24,0.0,0.0,0.0
2006-01-25,0.0,0.0,0.0
2006-01-26,0.0,0.0,0.0
2006-01-27,0.0,0.0,0.0
2006-01-30,0.0,0.0,0.0
2006-01-31,0.0,0.0,0.0
2006-02-01,0.0,0.0,0.0
2006-02-02,0.0,0.0,0.0
2006-02-03,0.0,0.0,0.0
2006-02-06,0.0,0.0,0.0
2006-02-07,0.0,0.0,0.0
2006-02-08,0.0,0.0,0.0
2006-02-09,0.0,0.0,0.0
2006-02-10,0.0,0.0,0.0
2006-02-13,0.0,0.0,0.0
2006-02-14,0.0,0.0,0.0
2006-02-15,0.0,0.0,0.0
2006-02-16,0.0,0.0,0.0
2006-02-17,0.0,0.0,0.0
2006-02-21,0.0,0.0,0.0
2006-02-22,0.0,0.0,0.0
2006-02-23,0.0,0.0,0.0
2006-02-24,0.0,0.0,0.0
2006-02-27,0.0,0.0,0.0
2006-02-28,0.0,0.0,0.0
2006-03-01,0.0,0.0,0.0
2006-03-02,0.0,0.0,0.0
2006-03-03,0.0,0.0,0.0
2006-03-06,0.0,0.0,0.0
2006-03-07,0.0,0.0,0.0
2006-03-08,0.0,0.0,0.0
2006-03-09,0.0,0.0,0.0
2006-03-10,0.0,0.0,0.0
2006-03-13,0.0,0.0,0.0
2006-03-14,0.0,0.0,0.0
2006-03-15,0.0,0.0,0.0
2006-03-16,0.0,0.0,0.0
2006-03-17,0.0,0.0,0.0
2006-03-20,0.0,0.0,0.0
2006-03-21,0.0,0.0,0.0
2006-03-22,0.0,0.0,0.0
2006-03-23,0.0,0.0,0.0
2006-03-24,0.0,0.0,0.0
2006-03-27,0.0,0.0,0.0
2006-03-28,0.0,0.0,0.0
2006-03-29,0.0,0.0,0.0
2006-03-30,0.0,0.0,0.0
2006-03-31,0.0,0.0,0.0
2006-04-03,0.0,0.0,0.0
2006-04-04,0.04224664224664224,0.018594104308390026,0.02550148264433979
2006-04-05,0.03610675039246468,0.027455084597941746,0.020129077271934418
2006-04-06,0.029757544043258328,0.020338391766963202,0.016989359846502707
2006-04-07,0.03903715332286761,0.019222047793476367,0.025292168149311012
2006-04-10,0.029269143554857834,0.009384266527123672,0.021245421245421246
2006-04-11,0.03492063492063492,0.0058259201116344,0.018663875806732955
2006-04-12,0.02731554160125588,0.006174777603349033,0.017338217338217343
2006-04-13,0.029199372056514912,0.013640327926042212,0.023199023199023203
2006-04-17,0.020757020757020753,0.01573347287633002,0.01580324437467295
2006-04-18,0.019849991278562705,0.014686900401186118,0.022012907727193446
2006-04-19,0.019291819291819286,0.013291470434327579,0.0008023722309436637
2006-04-20,0.026478283621140762,0.008407465550322695,0.0010116867259724446
2006-04-21,0.0296877725449154,0.013221698935984653,-0.0007326007326007283
2006-04-24,0.02626896912611198,0.01580324437467295,-0.005477062619919758
2006-04-25,0.020966335252049533,0.014686900401186118,-0.011268096982382693
2006-04-26,0.015454386882958306,0.02326879469736613,-0.008128379556950982
2006-04-27,0.021594278737135878,0.025082853654282224,-0.010989010989010985
2006-04-28,0.025920111634397346,0.016849816849816852,-0.012314669457526595
2006-05-01,0.025361939647653927,0.010012210012210011,-0.019640676783533925
2006-05-02,0.03261817547531833,0.016431187859759288,-0.018524332810047093
2006-05-03,0.034571777428920286,0.012384440955869528,-0.028013256584685155
2006-05-04,0.02717599860457003,0.011337868480725623,-0.023617652189080757
2006-05-05,0.019989534275248553,0.012733298447584161,-0.027455084597941735
2006-05-08,0.02480376766091051,0.012454212454212452,-0.027245770102912955
2006-05-09,0.022082679225536365,0.0068724925867783,-0.032897261468690035
2006-05-10,0.016989359846502697,0.013779870922728062,-0.03533926391069248
2006-05-11,0.020547706261991965,-0.006523635095063668,-0.05138670852956567
2006-05-12,0.02117564974707831,0.0013605442176870726,-0.06059654631083202
2006-05-15,0.013779870922728059,-0.0005930577359148815,-0.05634048491191348
2006-05-16,0.02180359323216465,-0.004290947148090008,-0.04413047270190127
2006-05-17,0.0012210012210012132,-0.009733124018838309,-0.050200593057735915
2006-05-18,0.009942438513867079,-0.005686377114948547,-0.052223966509680794
2006-05-19,0.008477237048665614,-0.004988662131519276,-0.06136403279260422
2006-05-22,0.0001744287458573098,-0.008686551543694403,-0.05954997383568812
2006-05-23,-0.0035234606663178164,-0.015175300889586605,-0.06610849467992325
2006-05-24,-0.0032443746729461085,-0.013710099424385145,-0.06638758067329495
2006-05-25,-0.006244549101691967,-0.0231990231990232,-0.073015873015873
2006-05-26,-0.007709750566893431,-0.022431536717251007,-0.07643467643467643
2006-05-30,-0.011268096982382703,-0.023896738182452474,-0.08403976975405547
2006-05-31,-0.009872667015524162,-0.020268620268620273,-0.07803942089656375
2006-06-01,-0.019570905285191002,-0.023966509680795403,-0.07399267399267398
2006-06-02,-0.020338391766963202,-0.030664573521716386,-0.07901622187336471
2006-06-05,-0.02075702075702076,-0.03973486830629688,-0.0810395953253096
2006-06-06,-0.016431187859759295,-0.050061050061050064,-0.08376068376068375
2006-06-07,-0.018803418803418806,-0.04154892726321298,-0.08173731030873889
2006-06-08,-0.025920111634397353,-0.03603697889412175,-0.08376068376068375
2006-06-09,-0.033385661957090536,-0.047479504622361765,-0.08585382871097157
2006-06-12,-0.038688295831152984,-0.05208442351299494,-0.08480725623582766
2006-06-13,-0.03261817547531834,-0.059480202337345196,-0.09611023896738183
2006-06-14,-0.029129600558171997,-0.05780568637711495,-0.09436595150880865
2006-06-15,-0.04036281179138322,-0.06834118262689692,-0.09743589743589742
2006-06-16,-0.043990929705215426,-0.067294610151753,-0.09311006453863598
2006-06-19,-0.04999127856270714,-0.07162044304901448,-0.09429618001046573
2006-06-20,-0.04838653410081983,-0.07650444793301936,-0.094017094017094
2006-06-21,-0.061084946799232515,-0.08250479679051108,-0.09618001046572475
2006-06-22,-0.06031746031746032,-0.07817896389324962,-0.10315716030001743
2006-06-23,-0.06680620966335252,-0.07266701552415837,-0.10664573521716379
2006-06-26,-0.0734345020059306,-0.07769056340484913,-0.09304029304029304
2006-06-27,-0.07971393685679401,-0.07999302285016571,-0.08215593929879644
2006-06-28,-0.0753183324611896,-0.07748124890982035,-0.08648177219605792
2006-06-29,-0.0718995290423862,-0.0732251875109018,-0.09708703994418282
2006-06-30,-0.07448107448107448,-0.07280655852084425,-0.10169195883481598
2006-07-03,-0.07455084597941741,-0.0729461015175301,-0.1040641897784755
2006-07-05,-0.0755974184545613,-0.06764346764346764,-0.09911041339612768
2006-07-06,-0.06952729809872668,-0.08055119483690912,-0.09422640851212279
2006-07-07,-0.0677830106401535,-0.07650444793301936,-0.09631955346241061
2006-07-10,-0.06910866910866911,-0.08110936682365255,-0.09918018489447061
2006-07-11,-0.06289900575614862,-0.07796964939822083,-0.09338915053200768
2006-07-12,-0.07406244549101693,-0.079713936856794,-0.09094714809000524
2006-07-13,-0.06987615559044132,-0.079713936856794,-0.09101691958834816
2006-07-14,-0.07455084597941741,-0.08124890982033839,-0.09918018489447061
2006-07-17,-0.06896912611198326,-0.088295831152974,-0.0924123495552067
2006-07-18,-0.06966684109541253,-0.08703994418280132,-0.09485435199720914
2006-07-19,-0.06862026862026861,-0.07496947496947497,-0.08690040118611547
2006-07-20,-0.06715506715506715,-0.06261991976277691,-0.09297052154195011
2006-07-21,-0.07545787545787545,-0.06917844060701205,-0.09590092447235304
2006-07-24,-0.07427175998604571,-0.07783010640153498,-0.1069248212105355
2006-07-25,-0.06638758067329496,-0.07859759288330717,-0.10622710622710622
2006-07-26,-0.05627071341357056,-0.08494679923251353,-0.10964590964590964
2006-07-27,-0.061922204779347643,-0.08424908424908424,-0.10364556078841793
2006-07-28,-0.07336473050758766,-0.08236525379382523,-0.09324960753532183
2006-07-31,-0.07643467643467644,-0.07824873539159254,-0.09073783359497646
2006-08-01,-0.08041165184022327,-0.073015873015873,-0.10580847723704867
2006-08-02,-0.08076050933193792,-0.0664573521716379,-0.09799406942264084
2006-08-03,-0.08271411128553988,-0.06401534972963545,-0.09652886795743938
2006-08-04,-0.07657421943136228,-0.06261991976277691,-0.09597069597069598
2006-08-07,-0.07015524158381302,-0.06582940868655154,-0.08320251177394035
2006-08-08,-0.06387580673294958,-0.06624803767660911,-0.07469038897610326
2006-08-09,-0.06171289028431885,-0.06987615559044132,-0.0742717599860457
