stress_q,recovery_q,decay,stress_scale,recovery_scale,score,stage,fragility_quantile,horizon_weeks,prob_trigger,recovery_prob_trigger,defensive_scale,recovery_floor,rel_tilt,stress_trigger_q,recovery_trigger_q,base_sharpe,ov_sharpe,ov_cagr,ov_maxdd,intervention_rate,recovery_rate,fold
0.9,0.8,0.8,1.0,0.8,0.19695508989644267,dual_ml_overlay,0.2,4.0,0.55,0.48,0.85,0.4,0.6,0.9,0.8,1.0606847674298214,1.2411695960223463,0.16518301106070443,-0.1539277719054456,0.5,0.040983606557377046,1
0.9,0.8,0.8,1.0,0.8,0.19695508989644267,dual_ml_overlay,0.2,4.0,0.55,0.48,0.85,0.4,0.6,0.9,0.65,1.0606847674298214,1.2411695960223463,0.16518301106070443,-0.1539277719054456,0.5,0.040983606557377046,1
0.9,0.8,0.8,1.0,0.8,0.19695508989644267,dual_ml_overlay,0.2,4.0,0.55,0.48,0.85,0.4,0.6,0.8,0.8,1.0606847674298214,1.2411695960223463,0.16518301106070443,-0.1539277719054456,0.5,0.040983606557377046,1
0.9,0.8,0.8,1.0,0.8,0.19695508989644267,dual_ml_overlay,0.2,4.0,0.55,0.48,0.85,0.4,0.6,0.8,0.65,1.0606847674298214,1.2411695960223463,0.16518301106070443,-0.1539277719054456,0.5,0.040983606557377046,1
0.9,0.8,0.8,1.0,0.8,0.19665046442608572,dual_ml_overlay,0.2,4.0,0.55,0.48,0.85,0.55,0.6,0.8,0.65,1.0606847674298214,1.2405814145479441,0.16509522161774037,-0.15392777190544626,0.5,0.040983606557377046,1
0.9,0.8,0.8,1.0,0.8,0.19665046442608572,dual_ml_overlay,0.2,4.0,0.55,0.48,0.85,0.55,0.6,0.8,0.8,1.0606847674298214,1.2405814145479441,0.16509522161774037,-0.15392777190544626,0.5,0.040983606557377046,1
0.9,0.8,0.8,1.0,0.8,0.19665046442608572,dual_ml_overlay,0.2,4.0,0.55,0.48,0.85,0.55,0.6,0.9,0.65,1.0606847674298214,1.2405814145479441,0.16509522161774037,-0.15392777190544626,0.5,0.040983606557377046,1
0.9,0.8,0.8,1.0,0.8,0.19665046442608572,dual_ml_overlay,0.2,4.0,0.55,0.48,0.85,0.55,0.6,0.9,0.8,1.0606847674298214,1.2405814145479441,0.16509522161774037,-0.15392777190544626,0.5,0.040983606557377046,1
0.9,0.8,0.8,1.0,0.8,0.1950787378422184,dual_ml_overlay,0.2,4.0,0.55,0.48,0.9,0.4,0.6,0.8,0.65,1.0606847674298214,1.236620318343398,0.1704064435729482,-0.15507039748654194,0.5,0.040983606557377046,1
0.9,0.8,0.8,1.0,0.8,0.1950787378422184,dual_ml_overlay,0.2,4.0,0.55,0.48,0.9,0.4,0.6,0.8,0.8,1.0606847674298214,1.236620318343398,0.1704064435729482,-0.15507039748654194,0.5,0.040983606557377046,1
0.9,0.8,0.8,1.0,0.8,0.1950787378422184,dual_ml_overlay,0.2,4.0,0.55,0.48,0.9,0.4,0.6,0.9,0.65,1.0606847674298214,1.236620318343398,0.1704064435729482,-0.15507039748654194,0.5,0.040983606557377046,1
0.9,0.8,0.8,1.0,0.8,0.1950787378422184,dual_ml_overlay,0.2,4.0,0.55,0.48,0.9,0.4,0.6,0.9,0.8,1.0606847674298214,1.236620318343398,0.1704064435729482,-0.15507039748654194,0.5,0.040983606557377046,1
0.9,0.8,0.8,1.0,0.8,0.19478421565056664,dual_ml_overlay,0.2,4.0,0.55,0.48,0.9,0.55,0.6,0.9,0.8,1.0606847674298214,1.2360524378793238,0.17031826057615973,-0.1550703974865425,0.5,0.040983606557377046,1
0.9,0.8,0.8,1.0,0.8,0.19478421565056664,dual_ml_overlay,0.2,4.0,0.55,0.48,0.9,0.55,0.6,0.9,0.65,1.0606847674298214,1.2360524378793238,0.17031826057615973,-0.1550703974865425,0.5,0.040983606557377046,1
0.9,0.8,0.8,1.0,0.8,0.19478421565056664,dual_ml_overlay,0.2,4.0,0.55,0.48,0.9,0.55,0.6,0.8,0.8,1.0606847674298214,1.2360524378793238,0.17031826057615973,-0.1550703974865425,0.5,0.040983606557377046,1
0.9,0.8,0.8,1.0,0.8,0.19478421565056664,dual_ml_overlay,0.2,4.0,0.55,0.48,0.9,0.55,0.6,0.8,0.65,1.0606847674298214,1.2360524378793238,0.17031826057615973,-0.1550703974865425,0.5,0.040983606557377046,1
0.9,0.8,0.8,1.0,0.8,0.17015889720475294,dual_ml_overlay,0.15,4.0,0.55,0.48,0.85,0.4,0.55,0.8,0.65,1.0606847674298214,1.173272626582579,0.1564794337000257,-0.1539277719054456,0.4180327868852459,0.040983606557377046,1
0.9,0.8,0.8,1.0,0.8,0.17015889720475294,dual_ml_overlay,0.15,4.0,0.55,0.48,0.85,0.4,0.55,0.8,0.8,1.0606847674298214,1.173272626582579,0.1564794337000257,-0.1539277719054456,0.4180327868852459,0.040983606557377046,1
0.9,0.8,0.8,1.0,0.8,0.17015889720475294,dual_ml_overlay,0.15,4.0,0.55,0.48,0.85,0.4,0.55,0.9,0.65,1.0606847674298214,1.173272626582579,0.1564794337000257,-0.1539277719054456,0.4180327868852459,0.040983606557377046,1
0.9,0.8,0.8,1.0,0.8,0.17015889720475294,dual_ml_overlay,0.15,4.0,0.55,0.48,0.85,0.4,0.55,0.9,0.8,1.0606847674298214,1.173272626582579,0.1564794337000257,-0.1539277719054456,0.4180327868852459,0.040983606557377046,1
0.9,0.8,0.8,1.0,0.8,0.17015889720475294,dual_ml_overlay,0.15,4.0,0.55,0.48,0.85,0.4,0.6,0.8,0.65,1.0606847674298214,1.173272626582579,0.1564794337000257,-0.1539277719054456,0.4180327868852459,0.040983606557377046,1
0.9,0.8,0.8,1.0,0.8,0.17015889720475294,dual_ml_overlay,0.15,4.0,0.55,0.48,0.85,0.4,0.6,0.8,0.8,1.0606847674298214,1.173272626582579,0.1564794337000257,-0.1539277719054456,0.4180327868852459,0.040983606557377046,1
0.9,0.8,0.8,1.0,0.8,0.17015889720475294,dual_ml_overlay,0.15,4.0,0.55,0.48,0.85,0.4,0.6,0.9,0.65,1.0606847674298214,1.173272626582579,0.1564794337000257,-0.1539277719054456,0.4180327868852459,0.040983606557377046,1
0.9,0.8,0.8,1.0,0.8,0.17015889720475294,dual_ml_overlay,0.15,4.0,0.55,0.48,0.85,0.4,0.6,0.9,0.8,1.0606847674298214,1.173272626582579,0.1564794337000257,-0.1539277719054456,0.4180327868852459,0.040983606557377046,1
0.9,0.8,0.8,1.0,0.8,0.16985757226693068,dual_ml_overlay,0.15,4.0,0.55,0.48,0.85,0.55,0.55,0.8,0.65,1.0606847674298214,1.172690888790476,0.15639230001860427,-0.15392777190544626,0.4180327868852459,0.040983606557377046,1
0.9,0.8,0.8,1.0,0.8,0.16985757226693068,dual_ml_overlay,0.15,4.0,0.55,0.48,0.85,0.55,0.55,0.8,0.8,1.0606847674298214,1.172690888790476,0.15639230001860427,-0.15392777190544626,0.4180327868852459,0.040983606557377046,1
0.9,0.8,0.8,1.0,0.8,0.16985757226693068,dual_ml_overlay,0.15,4.0,0.55,0.48,0.85,0.55,0.55,0.9,0.65,1.0606847674298214,1.172690888790476,0.15639230001860427,-0.15392777190544626,0.4180327868852459,0.040983606557377046,1
0.9,0.8,0.8,1.0,0.8,0.16985757226693068,dual_ml_overlay,0.15,4.0,0.55,0.48,0.85,0.55,0.55,0.9,0.8,1.0606847674298214,1.172690888790476,0.15639230001860427,-0.15392777190544626,0.4180327868852459,0.040983606557377046,1
0.9,0.8,0.8,1.0,0.8,0.16985757226693068,dual_ml_overlay,0.15,4.0,0.55,0.48,0.85,0.55,0.6,0.8,0.65,1.0606847674298214,1.172690888790476,0.15639230001860427,-0.15392777190544626,0.4180327868852459,0.040983606557377046,1
0.9,0.8,0.8,1.0,0.8,0.16985757226693068,dual_ml_overlay,0.15,4.0,0.55,0.48,0.85,0.55,0.6,0.8,0.8,1.0606847674298214,1.172690888790476,0.15639230001860427,-0.15392777190544626,0.4180327868852459,0.040983606557377046,1
0.9,0.8,0.8,1.0,0.8,0.16985757226693068,dual_ml_overlay,0.15,4.0,0.55,0.48,0.85,0.55,0.6,0.9,0.65,1.0606847674298214,1.172690888790476,0.15639230001860427,-0.15392777190544626,0.4180327868852459,0.040983606557377046,1
0.9,0.8,0.8,1.0,0.8,0.16985757226693068,dual_ml_overlay,0.15,4.0,0.55,0.48,0.85,0.55,0.6,0.9,0.8,1.0606847674298214,1.172690888790476,0.15639230001860427,-0.15392777190544626,0.4180327868852459,0.040983606557377046,1
0.9,0.8,0.8,1.0,0.8,0.1650163856433393,dual_ml_overlay,0.15,4.0,0.55,0.48,0.9,0.4,0.55,0.8,0.65,1.0606847674298214,1.1626262075819431,0.1598896258260556,-0.15507039748654194,0.4180327868852459,0.040983606557377046,1
0.9,0.8,0.8,1.0,0.8,0.1650163856433393,dual_ml_overlay,0.15,4.0,0.55,0.48,0.9,0.4,0.55,0.8,0.8,1.0606847674298214,1.1626262075819431,0.1598896258260556,-0.15507039748654194,0.4180327868852459,0.040983606557377046,1
0.9,0.8,0.8,1.0,0.8,0.1650163856433393,dual_ml_overlay,0.15,4.0,0.55,0.48,0.9,0.4,0.55,0.9,0.65,1.0606847674298214,1.1626262075819431,0.1598896258260556,-0.15507039748654194,0.4180327868852459,0.040983606557377046,1
0.9,0.8,0.8,1.0,0.8,0.1650163856433393,dual_ml_overlay,0.15,4.0,0.55,0.48,0.9,0.4,0.55,0.9,0.8,1.0606847674298214,1.1626262075819431,0.1598896258260556,-0.15507039748654194,0.4180327868852459,0.040983606557377046,1
0.9,0.8,0.8,1.0,0.8,0.1650163856433393,dual_ml_overlay,0.15,4.0,0.55,0.48,0.9,0.4,0.6,0.8,0.65,1.0606847674298214,1.1626262075819431,0.1598896258260556,-0.15507039748654194,0.4180327868852459,0.040983606557377046,1
0.9,0.8,0.8,1.0,0.8,0.1650163856433393,dual_ml_overlay,0.15,4.0,0.55,0.48,0.9,0.4,0.6,0.8,0.8,1.0606847674298214,1.1626262075819431,0.1598896258260556,-0.15507039748654194,0.4180327868852459,0.040983606557377046,1
0.9,0.8,0.8,1.0,0.8,0.1650163856433393,dual_ml_overlay,0.15,4.0,0.55,0.48,0.9,0.4,0.6,0.9,0.65,1.0606847674298214,1.1626262075819431,0.1598896258260556,-0.15507039748654194,0.4180327868852459,0.040983606557377046,1
0.9,0.8,0.8,1.0,0.8,0.1650163856433393,dual_ml_overlay,0.15,4.0,0.55,0.48,0.9,0.4,0.6,0.9,0.8,1.0606847674298214,1.1626262075819431,0.1598896258260556,-0.15507039748654194,0.4180327868852459,0.040983606557377046,1
0.9,0.8,0.8,1.0,0.8,0.16472422885376667,dual_ml_overlay,0.15,4.0,0.55,0.48,0.9,0.55,0.55,0.8,0.65,1.0606847674298214,1.1620628677512683,0.1598022352074293,-0.1550703974865425,0.4180327868852459,0.040983606557377046,1
0.9,0.8,0.8,1.0,0.8,0.16472422885376667,dual_ml_overlay,0.15,4.0,0.55,0.48,0.9,0.55,0.55,0.8,0.8,1.0606847674298214,1.1620628677512683,0.1598022352074293,-0.1550703974865425,0.4180327868852459,0.040983606557377046,1
0.9,0.8,0.8,1.0,0.8,0.16472422885376667,dual_ml_overlay,0.15,4.0,0.55,0.48,0.9,0.55,0.55,0.9,0.65,1.0606847674298214,1.1620628677512683,0.1598022352074293,-0.1550703974865425,0.4180327868852459,0.040983606557377046,1
0.9,0.8,0.8,1.0,0.8,0.16472422885376667,dual_ml_overlay,0.15,4.0,0.55,0.48,0.9,0.55,0.55,0.9,0.8,1.0606847674298214,1.1620628677512683,0.1598022352074293,-0.1550703974865425,0.4180327868852459,0.040983606557377046,1
0.9,0.8,0.8,1.0,0.8,0.16472422885376667,dual_ml_overlay,0.15,4.0,0.55,0.48,0.9,0.55,0.6,0.8,0.65,1.0606847674298214,1.1620628677512683,0.1598022352074293,-0.1550703974865425,0.4180327868852459,0.040983606557377046,1
0.9,0.8,0.8,1.0,0.8,0.16472422885376667,dual_ml_overlay,0.15,4.0,0.55,0.48,0.9,0.55,0.6,0.8,0.8,1.0606847674298214,1.1620628677512683,0.1598022352074293,-0.1550703974865425,0.4180327868852459,0.040983606557377046,1
0.9,0.8,0.8,1.0,0.8,0.16472422885376667,dual_ml_overlay,0.15,4.0,0.55,0.48,0.9,0.55,0.6,0.9,0.65,1.0606847674298214,1.1620628677512683,0.1598022352074293,-0.1550703974865425,0.4180327868852459,0.040983606557377046,1
0.9,0.8,0.8,1.0,0.8,0.16472422885376667,dual_ml_overlay,0.15,4.0,0.55,0.48,0.9,0.55,0.6,0.9,0.8,1.0606847674298214,1.1620628677512683,0.1598022352074293,-0.1550703974865425,0.4180327868852459,0.040983606557377046,1
0.9,0.8,0.8,1.0,0.8,0.14795296692634816,dual_ml_overlay,0.2,4.0,0.55,0.48,0.85,0.4,0.55,0.8,0.65,1.0606847674298214,1.146527917908609,0.15117231178382262,-0.1539277719054456,0.5,0.040983606557377046,1
0.9,0.8,0.8,1.0,0.8,0.14795296692634816,dual_ml_overlay,0.2,4.0,0.55,0.48,0.85,0.4,0.55,0.8,0.8,1.0606847674298214,1.146527917908609,0.15117231178382262,-0.1539277719054456,0.5,0.040983606557377046,1
0.9,0.8,0.8,1.0,0.8,0.14795296692634816,dual_ml_overlay,0.2,4.0,0.55,0.48,0.85,0.4,0.55,0.9,0.65,1.0606847674298214,1.146527917908609,0.15117231178382262,-0.1539277719054456,0.5,0.040983606557377046,1
0.9,0.8,0.8,1.0,0.8,0.14795296692634816,dual_ml_overlay,0.2,4.0,0.55,0.48,0.85,0.4,0.55,0.9,0.8,1.0606847674298214,1.146527917908609,0.15117231178382262,-0.1539277719054456,0.5,0.040983606557377046,1
0.9,0.8,0.8,1.0,0.8,0.14770685072598114,dual_ml_overlay,0.2,4.0,0.55,0.48,0.9,0.4,0.55,0.9,0.8,1.0606847674298214,1.1452541746614986,0.1563329829455513,-0.15507039748654194,0.5,0.040983606557377046,1
0.9,0.8,0.8,1.0,0.8,0.14770685072598114,dual_ml_overlay,0.2,4.0,0.55,0.48,0.9,0.4,0.55,0.9,0.65,1.0606847674298214,1.1452541746614986,0.1563329829455513,-0.15507039748654194,0.5,0.040983606557377046,1
0.9,0.8,0.8,1.0,0.8,0.14770685072598114,dual_ml_overlay,0.2,4.0,0.55,0.48,0.9,0.4,0.55,0.8,0.8,1.0606847674298214,1.1452541746614986,0.1563329829455513,-0.15507039748654194,0.5,0.040983606557377046,1
0.9,0.8,0.8,1.0,0.8,0.14770685072598114,dual_ml_overlay,0.2,4.0,0.55,0.48,0.9,0.4,0.55,0.8,0.65,1.0606847674298214,1.1452541746614986,0.1563329829455513,-0.15507039748654194,0.5,0.040983606557377046,1
0.9,0.8,0.8,1.0,0.8,0.14764940362084086,dual_ml_overlay,0.2,4.0,0.55,0.48,0.85,0.55,0.55,0.9,0.8,1.0606847674298214,1.1459416074149007,0.15108557796171418,-0.15392777190544626,0.5,0.040983606557377046,1
0.9,0.8,0.8,1.0,0.8,0.14764940362084086,dual_ml_overlay,0.2,4.0,0.55,0.48,0.85,0.55,0.55,0.9,0.65,1.0606847674298214,1.1459416074149007,0.15108557796171418,-0.15392777190544626,0.5,0.040983606557377046,1
0.9,0.8,0.8,1.0,0.8,0.14764940362084086,dual_ml_overlay,0.2,4.0,0.55,0.48,0.85,0.55,0.55,0.8,0.8,1.0606847674298214,1.1459416074149007,0.15108557796171418,-0.15392777190544626,0.5,0.040983606557377046,1
0.9,0.8,0.8,1.0,0.8,0.14764940362084086,dual_ml_overlay,0.2,4.0,0.55,0.48,0.85,0.55,0.55,0.8,0.65,1.0606847674298214,1.1459416074149007,0.15108557796171418,-0.15392777190544626,0.5,0.040983606557377046,1
0.9,0.8,0.8,1.0,0.8,0.1474133092098249,dual_ml_overlay,0.2,4.0,0.55,0.48,0.9,0.55,0.55,0.8,0.65,1.0606847674298214,1.1446880010645262,0.15624586029830212,-0.1550703974865425,0.5,0.040983606557377046,1
0.9,0.8,0.8,1.0,0.8,0.1474133092098249,dual_ml_overlay,0.2,4.0,0.55,0.48,0.9,0.55,0.55,0.8,0.8,1.0606847674298214,1.1446880010645262,0.15624586029830212,-0.1550703974865425,0.5,0.040983606557377046,1
0.9,0.8,0.8,1.0,0.8,0.1474133092098249,dual_ml_overlay,0.2,4.0,0.55,0.48,0.9,0.55,0.55,0.9,0.65,1.0606847674298214,1.1446880010645262,0.15624586029830212,-0.1550703974865425,0.5,0.040983606557377046,1
0.9,0.8,0.8,1.0,0.8,0.1474133092098249,dual_ml_overlay,0.2,4.0,0.55,0.48,0.9,0.55,0.55,0.9,0.8,1.0606847674298214,1.1446880010645262,0.15624586029830212,-0.1550703974865425,0.5,0.040983606557377046,1
0.9,0.8,0.8,1.0,0.8,0.1304287485081196,dual_ml_overlay,0.2,4.0,0.65,0.48,0.85,0.4,0.6,0.9,0.8,1.0606847674298214,1.0644115012749649,0.14348961014758066,-0.1586973817586016,0.2459016393442623,0.040983606557377046,1
0.9,0.8,0.8,1.0,0.8,0.1304287485081196,dual_ml_overlay,0.2,4.0,0.65,0.48,0.85,0.4,0.6,0.9,0.65,1.0606847674298214,1.0644115012749649,0.14348961014758066,-0.1586973817586016,0.2459016393442623,0.040983606557377046,1
0.9,0.8,0.8,1.0,0.8,0.1304287485081196,dual_ml_overlay,0.2,4.0,0.65,0.48,0.85,0.4,0.6,0.8,0.8,1.0606847674298214,1.0644115012749649,0.14348961014758066,-0.1586973817586016,0.2459016393442623,0.040983606557377046,1
0.9,0.8,0.8,1.0,0.8,0.1304287485081196,dual_ml_overlay,0.2,4.0,0.65,0.48,0.85,0.4,0.6,0.8,0.65,1.0606847674298214,1.0644115012749649,0.14348961014758066,-0.1586973817586016,0.2459016393442623,0.040983606557377046,1
0.9,0.8,0.8,1.0,0.8,0.1304287485081196,dual_ml_overlay,0.2,4.0,0.65,0.48,0.85,0.4,0.55,0.9,0.8,1.0606847674298214,1.0644115012749649,0.14348961014758066,-0.1586973817586016,0.2459016393442623,0.040983606557377046,1
0.9,0.8,0.8,1.0,0.8,0.1304287485081196,dual_ml_overlay,0.2,4.0,0.65,0.48,0.85,0.4,0.55,0.9,0.65,1.0606847674298214,1.0644115012749649,0.14348961014758066,-0.1586973817586016,0.2459016393442623,0.040983606557377046,1
0.9,0.8,0.8,1.0,0.8,0.1304287485081196,dual_ml_overlay,0.2,4.0,0.65,0.48,0.85,0.4,0.55,0.8,0.8,1.0606847674298214,1.0644115012749649,0.14348961014758066,-0.1586973817586016,0.2459016393442623,0.040983606557377046,1
0.9,0.8,0.8,1.0,0.8,0.1304287485081196,dual_ml_overlay,0.2,4.0,0.65,0.48,0.85,0.4,0.55,0.8,0.65,1.0606847674298214,1.0644115012749649,0.14348961014758066,-0.1586973817586016,0.2459016393442623,0.040983606557377046,1
0.9,0.8,0.8,1.0,0.8,0.130135059638323,dual_ml_overlay,0.2,4.0,0.65,0.48,0.85,0.55,0.6,0.9,0.8,1.0606847674298214,1.0638448007299324,0.14340345517024522,-0.15869738175860215,0.2459016393442623,0.040983606557377046,1
0.9,0.8,0.8,1.0,0.8,0.130135059638323,dual_ml_overlay,0.2,4.0,0.65,0.48,0.85,0.55,0.6,0.9,0.65,1.0606847674298214,1.0638448007299324,0.14340345517024522,-0.15869738175860215,0.2459016393442623,0.040983606557377046,1
0.9,0.8,0.8,1.0,0.8,0.130135059638323,dual_ml_overlay,0.2,4.0,0.65,0.48,0.85,0.55,0.6,0.8,0.8,1.0606847674298214,1.0638448007299324,0.14340345517024522,-0.15869738175860215,0.2459016393442623,0.040983606557377046,1
0.9,0.8,0.8,1.0,0.8,0.130135059638323,dual_ml_overlay,0.2,4.0,0.65,0.48,0.85,0.55,0.6,0.8,0.65,1.0606847674298214,1.0638448007299324,0.14340345517024522,-0.15869738175860215,0.2459016393442623,0.040983606557377046,1
0.9,0.8,0.8,1.0,0.8,0.130135059638323,dual_ml_overlay,0.2,4.0,0.65,0.48,0.85,0.55,0.55,0.9,0.8,1.0606847674298214,1.0638448007299324,0.14340345517024522,-0.15869738175860215,0.2459016393442623,0.040983606557377046,1
0.9,0.8,0.8,1.0,0.8,0.130135059638323,dual_ml_overlay,0.2,4.0,0.65,0.48,0.85,0.55,0.55,0.9,0.65,1.0606847674298214,1.0638448007299324,0.14340345517024522,-0.15869738175860215,0.2459016393442623,0.040983606557377046,1
0.9,0.8,0.8,1.0,0.8,0.130135059638323,dual_ml_overlay,0.2,4.0,0.65,0.48,0.85,0.55,0.55,0.8,0.8,1.0606847674298214,1.0638448007299324,0.14340345517024522,-0.15869738175860215,0.2459016393442623,0.040983606557377046,1
0.9,0.8,0.8,1.0,0.8,0.130135059638323,dual_ml_overlay,0.2,4.0,0.65,0.48,0.85,0.55,0.55,0.8,0.65,1.0606847674298214,1.0638448007299324,0.14340345517024522,-0.15869738175860215,0.2459016393442623,0.040983606557377046,1
0.9,0.8,0.8,1.0,0.8,0.13002345945656837,dual_ml_overlay,0.2,4.0,0.65,0.48,0.9,0.4,0.6,0.9,0.8,1.0606847674298214,1.0628817243725077,0.1464862718115585,-0.1586973817586016,0.2459016393442623,0.040983606557377046,1
0.9,0.8,0.8,1.0,0.8,0.13002345945656837,dual_ml_overlay,0.2,4.0,0.65,0.48,0.9,0.4,0.6,0.9,0.65,1.0606847674298214,1.0628817243725077,0.1464862718115585,-0.1586973817586016,0.2459016393442623,0.040983606557377046,1
0.9,0.8,0.8,1.0,0.8,0.13002345945656837,dual_ml_overlay,0.2,4.0,0.65,0.48,0.9,0.4,0.6,0.8,0.8,1.0606847674298214,1.0628817243725077,0.1464862718115585,-0.1586973817586016,0.2459016393442623,0.040983606557377046,1
0.9,0.8,0.8,1.0,0.8,0.13002345945656837,dual_ml_overlay,0.2,4.0,0.65,0.48,0.9,0.4,0.6,0.8,0.65,1.0606847674298214,1.0628817243725077,0.1464862718115585,-0.1586973817586016,0.2459016393442623,0.040983606557377046,1
0.9,0.8,0.8,1.0,0.8,0.13002345945656837,dual_ml_overlay,0.2,4.0,0.65,0.48,0.9,0.4,0.55,0.9,0.8,1.0606847674298214,1.0628817243725077,0.1464862718115585,-0.1586973817586016,0.2459016393442623,0.040983606557377046,1
0.9,0.8,0.8,1.0,0.8,0.13002345945656837,dual_ml_overlay,0.2,4.0,0.65,0.48,0.9,0.4,0.55,0.9,0.65,1.0606847674298214,1.0628817243725077,0.1464862718115585,-0.1586973817586016,0.2459016393442623,0.040983606557377046,1
0.9,0.8,0.8,1.0,0.8,0.13002345945656837,dual_ml_overlay,0.2,4.0,0.65,0.48,0.9,0.4,0.55,0.8,0.8,1.0606847674298214,1.0628817243725077,0.1464862718115585,-0.1586973817586016,0.2459016393442623,0.040983606557377046,1
0.9,0.8,0.8,1.0,0.8,0.13002345945656837,dual_ml_overlay,0.2,4.0,0.65,0.48,0.9,0.4,0.55,0.8,0.65,1.0606847674298214,1.0628817243725077,0.1464862718115585,-0.1586973817586016,0.2459016393442623,0.040983606557377046,1
0.9,0.8,0.8,1.0,0.8,0.1297360862637419,dual_ml_overlay,0.2,4.0,0.65,0.48,0.9,0.55,0.6,0.9,0.8,1.0606847674298214,1.0623277093686643,0.14639989105401963,-0.15869738175860215,0.2459016393442623,0.040983606557377046,1
0.9,0.8,0.8,1.0,0.8,0.1297360862637419,dual_ml_overlay,0.2,4.0,0.65,0.48,0.9,0.55,0.6,0.9,0.65,1.0606847674298214,1.0623277093686643,0.14639989105401963,-0.15869738175860215,0.2459016393442623,0.040983606557377046,1
0.9,0.8,0.8,1.0,0.8,0.1297360862637419,dual_ml_overlay,0.2,4.0,0.65,0.48,0.9,0.55,0.6,0.8,0.8,1.0606847674298214,1.0623277093686643,0.14639989105401963,-0.15869738175860215,0.2459016393442623,0.040983606557377046,1
0.9,0.8,0.8,1.0,0.8,0.1297360862637419,dual_ml_overlay,0.2,4.0,0.65,0.48,0.9,0.55,0.6,0.8,0.65,1.0606847674298214,1.0623277093686643,0.14639989105401963,-0.15869738175860215,0.2459016393442623,0.040983606557377046,1
